filename,New_filename,width,height,class,widthScaled,heightScaled,xmin,ymin,xmax,ymax,id,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled,xmin_new,ymin_new,xmax_new,ymax_new,xmin_new_scaled,ymin_new_scaled,xmax_new_scaled,ymax_new_scaled
IMG_5978.jpg,IMG_5978_reSized.jpg,600,450,car,150,112,177,202,275,263,3,0.295,0.4488888888888889,0.4583333333333333,0.5844444444444444,44,50,68,65,0.29333333333333333,0.44642857142857145,0.4533333333333333,0.5803571428571429
IMG_5958.jpg,IMG_5958_reSized.jpg,600,450,car,150,112,395,212,490,284,3,0.6583333333333333,0.4711111111111111,0.8166666666666667,0.6311111111111111,98,52,122,70,0.6533333333333333,0.4642857142857143,0.8133333333333334,0.625
IMG_5958.jpg,IMG_5958_reSized.jpg,600,450,car,150,112,381,225,401,253,3,0.635,0.5,0.6683333333333333,0.5622222222222222,95,56,100,62,0.6333333333333333,0.5,0.6666666666666666,0.5535714285714286
IMG_5958.jpg,IMG_5958_reSized.jpg,600,450,car,150,112,368,220,386,238,3,0.6133333333333333,0.4888888888888889,0.6433333333333333,0.5288888888888889,92,54,96,59,0.6133333333333333,0.48214285714285715,0.64,0.5267857142857143
IMG_6071_63.jpg,IMG_6071_63_reSized.jpg,600,337,car,150,84,1,68,183,316,3,0.0016666666666666668,0.20178041543026706,0.305,0.9376854599406528,0,16,45,78,0.0,0.19047619047619047,0.3,0.9285714285714286
IMG_6071_63.jpg,IMG_6071_63_reSized.jpg,600,337,car,150,84,245,169,347,246,3,0.4083333333333333,0.5014836795252225,0.5783333333333334,0.7299703264094956,61,42,86,61,0.4066666666666667,0.5,0.5733333333333334,0.7261904761904762
IMG_6062_9.jpg,IMG_6062_9_reSized.jpg,600,337,car,150,84,111,161,166,187,3,0.185,0.4777448071216617,0.2766666666666667,0.5548961424332344,27,40,41,46,0.18,0.47619047619047616,0.2733333333333333,0.5476190476190477
IMG_6062_9.jpg,IMG_6062_9_reSized.jpg,600,337,car,150,84,421,128,457,137,3,0.7016666666666667,0.3798219584569733,0.7616666666666667,0.4065281899109792,105,31,114,34,0.7,0.36904761904761907,0.76,0.40476190476190477
IMG_6062_9.jpg,IMG_6062_9_reSized.jpg,600,337,car,150,84,529,116,568,128,3,0.8816666666666667,0.34421364985163205,0.9466666666666668,0.3798219584569733,132,28,142,31,0.88,0.3333333333333333,0.9466666666666667,0.36904761904761907
IMG_6084_189.jpg,IMG_6084_189_reSized.jpg,600,337,car,150,84,3,115,53,194,3,0.005,0.34124629080118696,0.08833333333333332,0.5756676557863502,0,28,13,48,0.0,0.3333333333333333,0.08666666666666667,0.5714285714285714
IMG_6084_189.jpg,IMG_6084_189_reSized.jpg,600,337,car,150,84,62,118,146,173,3,0.10333333333333332,0.35014836795252224,0.2433333333333333,0.5133531157270029,15,29,36,43,0.1,0.34523809523809523,0.24,0.5119047619047619
IMG_6084_189.jpg,IMG_6084_189_reSized.jpg,600,337,car,150,84,212,142,257,170,3,0.3533333333333333,0.4213649851632048,0.4283333333333333,0.5044510385756676,53,35,64,42,0.35333333333333333,0.4166666666666667,0.4266666666666667,0.5
IMG_6084_189.jpg,IMG_6084_189_reSized.jpg,600,337,car,150,84,278,138,311,163,3,0.4633333333333333,0.4094955489614243,0.5183333333333333,0.4836795252225519,69,34,77,40,0.46,0.40476190476190477,0.5133333333333333,0.47619047619047616
IMG_6084_189.jpg,IMG_6084_189_reSized.jpg,600,337,bus,150,84,130,111,197,168,6,0.21666666666666667,0.3293768545994065,0.3283333333333333,0.4985163204747775,32,27,49,41,0.21333333333333335,0.32142857142857145,0.32666666666666666,0.4880952380952381
IMG_6062_351.jpg,IMG_6062_351_reSized.jpg,600,337,car,150,84,217,151,469,249,3,0.3616666666666667,0.44807121661721067,0.7816666666666666,0.7388724035608308,54,37,117,62,0.36,0.44047619047619047,0.78,0.7380952380952381
IMG_5943.jpg,IMG_5943_reSized.jpg,600,450,truck,150,112,48,204,228,342,8,0.08,0.4533333333333333,0.38,0.76,12,50,57,85,0.08,0.44642857142857145,0.38,0.7589285714285714
IMG_5943.jpg,IMG_5943_reSized.jpg,600,450,car,150,112,366,228,470,290,3,0.61,0.5066666666666667,0.7833333333333333,0.6444444444444445,91,56,117,72,0.6066666666666667,0.5,0.78,0.6428571428571429
IMG_5943.jpg,IMG_5943_reSized.jpg,600,450,car,150,112,285,226,304,245,3,0.475,0.5022222222222222,0.5066666666666667,0.5444444444444444,71,56,76,60,0.47333333333333333,0.5,0.5066666666666667,0.5357142857142857
IMG_5943.jpg,IMG_5943_reSized.jpg,600,450,truck,150,112,321,221,369,269,8,0.535,0.4911111111111111,0.615,0.5977777777777777,80,55,92,66,0.5333333333333333,0.49107142857142855,0.6133333333333333,0.5892857142857143
