filename,width,height,class,xmin,ymin,xmax,ymax,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled,id
s55_reSized.jpg,300,180,car,120,111,160,145,0.4,0.6166666666666667,0.5333333333333333,0.8055555555555556,3
s55_reSized.jpg,300,180,truck,170,96,205,133,0.5666666666666667,0.5333333333333333,0.6833333333333333,0.7388888888888889,8
s32_reSized.jpg,300,166,car,153,69,163,78,0.51,0.4156626506024096,0.5433333333333333,0.4698795180722892,3
s38_reSized.jpg,300,168,car,37,107,103,147,0.12333333333333335,0.6369047619047619,0.3433333333333333,0.875,3
s38_reSized.jpg,300,168,car,152,112,172,131,0.5066666666666667,0.6666666666666666,0.5733333333333334,0.7797619047619048,3
s38_reSized.jpg,300,168,car,191,104,257,146,0.6366666666666667,0.6190476190476191,0.8566666666666667,0.8690476190476191,3
s38_reSized.jpg,300,168,car,97,112,123,133,0.3233333333333333,0.6666666666666666,0.41,0.7916666666666666,3
s38_reSized.jpg,300,168,traffic light,236,13,255,40,0.7866666666666666,0.07738095238095237,0.85,0.2380952380952381,10
s2_reSized.jpg,300,199,car,118,98,190,161,0.3933333333333333,0.492462311557789,0.6333333333333333,0.8090452261306532,3
s50_reSized.jpg,300,168,car,65,53,289,167,0.21666666666666667,0.3154761904761905,0.9633333333333334,0.9940476190476192,3
s50_reSized.jpg,300,168,car,28,66,63,96,0.09333333333333334,0.3928571428571429,0.21,0.5714285714285714,3
05640976-d1ce109099_reSized.jpg,300,168,car,0,66,58,111,0.0,0.3928571428571429,0.19333333333333333,0.6607142857142857,3
05640976-d1ce109099_reSized.jpg,300,168,car,38,63,82,93,0.12666666666666668,0.375,0.2733333333333333,0.5535714285714286,3
05640976-d1ce109099_reSized.jpg,300,168,car,73,62,98,85,0.2433333333333333,0.3690476190476191,0.32666666666666666,0.5059523809523809,3
05640976-d1ce109099_reSized.jpg,300,168,car,111,68,132,85,0.37,0.4047619047619048,0.44,0.5059523809523809,3
05640976-d1ce109099_reSized.jpg,300,168,car,182,57,263,106,0.6066666666666667,0.3392857142857143,0.8766666666666667,0.6309523809523809,3
05640976-d1ce109099_reSized.jpg,300,168,car,161,60,199,92,0.5366666666666666,0.35714285714285715,0.6633333333333333,0.5476190476190477,3
05640976-d1ce109099_reSized.jpg,300,168,traffic light,105,51,110,60,0.35,0.3035714285714285,0.36666666666666653,0.35714285714285715,10
076399f2-4c68835b_reSized.jpg,300,168,car,150,77,190,111,0.5,0.4583333333333333,0.6333333333333333,0.6607142857142857,3
076399f2-4c68835b_reSized.jpg,300,168,car,111,80,132,99,0.37,0.4761904761904762,0.44,0.5892857142857143,3
076399f2-4c68835b_reSized.jpg,300,168,person,278,65,298,125,0.9266666666666666,0.3869047619047619,0.9933333333333332,0.7440476190476191,1
076399f2-4c68835b_reSized.jpg,300,168,person,213,79,220,99,0.71,0.4702380952380952,0.7333333333333333,0.5892857142857143,1
076399f2-4c68835b_reSized.jpg,300,168,person,222,79,229,97,0.74,0.4702380952380952,0.7633333333333333,0.5773809523809523,1
076399f2-4c68835b_reSized.jpg,300,168,person,227,76,236,98,0.7566666666666667,0.4523809523809524,0.7866666666666666,0.5833333333333334,1
076399f2-4c68835b_reSized.jpg,300,168,car,130,82,143,94,0.43333333333333335,0.4880952380952381,0.4766666666666667,0.5595238095238095,3
