filename,width,height,class,xmin,ymin,xmax,ymax,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled,id
IMG_6032_285_reSized.jpg,150,84,car,26,31,47,39,0.17333333333333334,0.3690476190476191,0.3133333333333333,0.4642857142857143,3
IMG_6032_285_reSized.jpg,150,84,car,46,32,59,38,0.30666666666666664,0.3809523809523809,0.3933333333333333,0.4523809523809524,3
IMG_6032_285_reSized.jpg,150,84,truck,74,29,105,39,0.4933333333333334,0.34523809523809523,0.7,0.4642857142857143,8
IMG_6032_285_reSized.jpg,150,84,car,116,29,138,36,0.7733333333333333,0.34523809523809523,0.92,0.42857142857142855,3
IMG_6032_285_reSized.jpg,150,84,car,139,28,149,36,0.9266666666666666,0.3333333333333333,0.9933333333333332,0.42857142857142855,3
IMG_5882_76_reSized.jpg,150,112,car,13,44,27,51,0.08666666666666667,0.3928571428571429,0.18,0.4553571428571429,3
IMG_5882_76_reSized.jpg,150,112,car,28,43,48,51,0.18666666666666668,0.38392857142857145,0.32,0.4553571428571429,3
IMG_5882_76_reSized.jpg,150,112,truck,45,40,79,52,0.3,0.35714285714285715,0.5266666666666666,0.4642857142857143,8
IMG_5882_76_reSized.jpg,150,112,car,82,42,89,48,0.5466666666666666,0.375,0.5933333333333334,0.42857142857142855,3
IMG_5882_76_reSized.jpg,150,112,traffic light,63,24,67,27,0.42,0.21428571428571427,0.44666666666666666,0.24107142857142855,10
IMG_5882_76_reSized.jpg,150,112,traffic light,77,24,82,27,0.5133333333333333,0.21428571428571427,0.5466666666666666,0.24107142857142855,10
IMG_5882_76_reSized.jpg,150,112,traffic light,90,25,94,27,0.6,0.22321428571428573,0.6266666666666667,0.24107142857142855,10
IMG_6032_437_reSized.jpg,150,84,car,9,29,40,42,0.06,0.34523809523809523,0.26666666666666666,0.5,3
IMG_6032_437_reSized.jpg,150,84,car,40,31,57,38,0.26666666666666666,0.3690476190476191,0.38,0.4523809523809524,3
IMG_6032_437_reSized.jpg,150,84,car,130,27,150,35,0.8666666666666667,0.32142857142857145,1.0,0.4166666666666667,3
IMG_6032_152_reSized.jpg,150,84,car,0,35,11,43,0.0,0.4166666666666667,0.07333333333333332,0.5119047619047619,3
IMG_6032_152_reSized.jpg,150,84,car,9,34,49,48,0.06,0.4047619047619048,0.32666666666666666,0.5714285714285714,3
IMG_6032_152_reSized.jpg,150,84,car,41,34,61,40,0.2733333333333333,0.4047619047619048,0.4066666666666667,0.4761904761904762,3
IMG_6032_152_reSized.jpg,150,84,car,87,34,94,39,0.58,0.4047619047619048,0.6266666666666667,0.4642857142857143,3
IMG_6032_152_reSized.jpg,150,84,car,112,33,129,39,0.7466666666666667,0.3928571428571429,0.86,0.4642857142857143,3
IMG_6032_152_reSized.jpg,150,84,car,125,31,144,39,0.8333333333333334,0.3690476190476191,0.96,0.4642857142857143,3
IMG_6032_152_reSized.jpg,150,84,car,139,30,149,38,0.9266666666666666,0.35714285714285715,0.9933333333333332,0.4523809523809524,3
IMG_5879_57_reSized.jpg,150,112,car,47,44,76,55,0.3133333333333333,0.3928571428571429,0.5066666666666667,0.4910714285714286,3
IMG_5879_57_reSized.jpg,150,112,truck,74,44,95,54,0.4933333333333334,0.3928571428571429,0.6333333333333333,0.4821428571428572,8
