filename,width,height,class,xmin,ymin,xmax,ymax,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled,id
IMG_6032_285_reSized.jpg,300,168,car,52,63,94,79,0.17333333333333334,0.375,0.3133333333333333,0.4702380952380952,3
IMG_6032_285_reSized.jpg,300,168,car,92,65,119,77,0.30666666666666664,0.3869047619047619,0.39666666666666667,0.4583333333333333,3
IMG_6032_285_reSized.jpg,300,168,truck,148,58,210,78,0.4933333333333334,0.34523809523809523,0.7,0.4642857142857143,8
IMG_6032_285_reSized.jpg,300,168,car,232,58,277,73,0.7733333333333333,0.34523809523809523,0.9233333333333332,0.4345238095238095,3
IMG_6032_285_reSized.jpg,300,168,car,279,57,299,72,0.93,0.3392857142857143,0.9966666666666668,0.42857142857142855,3
IMG_5882_76_reSized.jpg,300,225,car,26,89,54,102,0.08666666666666667,0.3955555555555556,0.18,0.4533333333333333,3
IMG_5882_76_reSized.jpg,300,225,car,56,87,96,103,0.18666666666666668,0.38666666666666666,0.32,0.4577777777777778,3
IMG_5882_76_reSized.jpg,300,225,truck,90,82,158,105,0.3,0.3644444444444445,0.5266666666666666,0.4666666666666667,8
IMG_5882_76_reSized.jpg,300,225,car,165,85,179,97,0.55,0.37777777777777777,0.5966666666666667,0.4311111111111111,3
IMG_5882_76_reSized.jpg,300,225,traffic light,127,49,134,56,0.4233333333333333,0.21777777777777774,0.44666666666666666,0.2488888888888889,10
IMG_5882_76_reSized.jpg,300,225,traffic light,155,50,165,55,0.5166666666666667,0.2222222222222222,0.55,0.24444444444444444,10
IMG_5882_76_reSized.jpg,300,225,traffic light,181,50,188,56,0.6033333333333334,0.2222222222222222,0.6266666666666667,0.2488888888888889,10
IMG_6032_437_reSized.jpg,300,168,car,18,59,81,85,0.06,0.35119047619047616,0.27,0.5059523809523809,3
IMG_6032_437_reSized.jpg,300,168,car,80,63,115,76,0.26666666666666666,0.375,0.38333333333333336,0.4523809523809524,3
IMG_6032_437_reSized.jpg,300,168,car,261,55,300,70,0.87,0.3273809523809524,1.0,0.4166666666666667,3
IMG_6032_152_reSized.jpg,300,168,car,0,71,22,86,0.0,0.4226190476190476,0.07333333333333332,0.5119047619047619,3
IMG_6032_152_reSized.jpg,300,168,car,18,69,99,96,0.06,0.4107142857142857,0.33,0.5714285714285714,3
IMG_6032_152_reSized.jpg,300,168,car,83,69,123,81,0.2766666666666667,0.4107142857142857,0.41,0.4821428571428572,3
IMG_6032_152_reSized.jpg,300,168,car,175,69,189,79,0.5833333333333334,0.4107142857142857,0.63,0.4702380952380952,3
IMG_6032_152_reSized.jpg,300,168,car,225,67,258,78,0.75,0.39880952380952384,0.86,0.4642857142857143,3
IMG_6032_152_reSized.jpg,300,168,car,251,63,289,78,0.8366666666666667,0.375,0.9633333333333334,0.4642857142857143,3
IMG_6032_152_reSized.jpg,300,168,car,278,60,298,77,0.9266666666666666,0.35714285714285715,0.9933333333333332,0.4583333333333333,3
