filename,width,height,class,xmin,ymin,xmax,ymax,id,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled
000000311909.jpg,640,496,bus,25,58,635,448,6,0.0390625,0.11693548387096774,0.9921875,0.9032258064516129
000000192716.jpg,518,640,stop sign,98,160,427,493,13,0.1891891891891892,0.25,0.8243243243243243,0.7703125
000000192716.jpg,518,640,car,131,593,237,640,3,0.2528957528957529,0.9265625,0.4575289575289575,1.0
000000192716.jpg,518,640,car,1,589,52,638,3,0.0019305019305019305,0.9203125,0.10038610038610038,0.996875
000000243867.jpg,640,428,car,547,188,638,428,3,0.8546875,0.4392523364485981,0.996875,1.0
000000243867.jpg,640,428,car,2,210,241,352,3,0.003125,0.49065420560747663,0.3765625,0.822429906542056
000000243867.jpg,640,428,bus,47,86,553,293,6,0.0734375,0.20093457943925233,0.8640625,0.6845794392523364
000000005037.jpg,640,425,bus,85,19,577,379,6,0.1328125,0.04470588235294118,0.9015625,0.8917647058823529
000000005037.jpg,640,425,person,618,194,640,370,1,0.965625,0.45647058823529413,1.0,0.8705882352941177
000000005037.jpg,640,425,person,597,235,614,274,1,0.9328125,0.5529411764705883,0.959375,0.6447058823529411
000000005037.jpg,640,425,car,571,244,599,270,3,0.8921875,0.5741176470588235,0.9359375,0.6352941176470588
000000147725.jpg,640,393,car,54,166,152,262,3,0.084375,0.4223918575063613,0.2375,0.6666666666666666
000000147725.jpg,640,393,car,131,172,155,219,3,0.2046875,0.43765903307888043,0.2421875,0.5572519083969466
000000147725.jpg,640,393,car,401,169,582,277,3,0.6265625,0.4300254452926209,0.909375,0.7048346055979644
000000147725.jpg,640,393,car,530,180,585,222,3,0.828125,0.4580152671755725,0.9140625,0.5648854961832062
000000147725.jpg,640,393,car,549,177,609,229,3,0.8578125,0.45038167938931295,0.9515625,0.5826972010178118
000000147725.jpg,640,393,person,603,174,616,212,1,0.9421875,0.44274809160305345,0.9625,0.539440203562341
000000147725.jpg,640,393,bus,148,107,387,261,6,0.23125,0.272264631043257,0.6046875,0.6641221374045801
000000147223.jpg,640,360,bus,149,52,562,325,6,0.2328125,0.14444444444444443,0.878125,0.9027777777777778
000000147223.jpg,640,360,car,3,151,149,289,3,0.0046875,0.41944444444444445,0.2328125,0.8027777777777778
000000147223.jpg,640,360,car,37,140,163,207,3,0.0578125,0.3888888888888889,0.2546875,0.575
000000154000.jpg,640,480,truck,43,106,544,441,8,0.0671875,0.22083333333333333,0.85,0.91875
000000154000.jpg,640,480,truck,436,120,582,363,8,0.68125,0.25,0.909375,0.75625
000000565391.jpg,480,640,truck,3,109,479,637,8,0.00625,0.1703125,0.9979166666666667,0.9953125
