filename,width,height,class,xmin,ymin,xmax,ymax,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled,id
IMG_5978_reSized.jpg,450,337,car,132,151,206,196,0.2933333333333333,0.44807121661721067,0.4577777777777778,0.5816023738872403,3
IMG_5958_reSized.jpg,450,337,car,296,158,367,212,0.6577777777777778,0.4688427299703264,0.8155555555555556,0.6290801186943621,3
IMG_5958_reSized.jpg,450,337,car,285,168,300,189,0.6333333333333333,0.4985163204747775,0.6666666666666666,0.5608308605341247,3
IMG_5958_reSized.jpg,450,337,car,276,164,289,178,0.6133333333333333,0.486646884272997,0.6422222222222222,0.5281899109792285,3
IMG_6071_63_reSized.jpg,450,252,car,0,50,137,236,0.0,0.1984126984126984,0.3044444444444445,0.9365079365079364,3
IMG_6071_63_reSized.jpg,450,252,car,183,126,260,183,0.4066666666666667,0.5,0.5777777777777777,0.7261904761904762,3
IMG_6062_9_reSized.jpg,450,252,car,83,120,124,139,0.18444444444444444,0.4761904761904762,0.27555555555555555,0.5515873015873016,3
IMG_6062_9_reSized.jpg,450,252,car,315,95,342,102,0.7,0.37698412698412703,0.76,0.4047619047619048,3
IMG_6062_9_reSized.jpg,450,252,car,396,86,426,95,0.88,0.3412698412698413,0.9466666666666668,0.37698412698412703,3
IMG_6084_189_reSized.jpg,450,252,car,2,85,39,145,0.004444444444444445,0.3373015873015873,0.08666666666666667,0.5753968253968254,3
IMG_6084_189_reSized.jpg,450,252,car,46,88,109,129,0.10222222222222224,0.3492063492063492,0.24222222222222226,0.5119047619047619,3
IMG_6084_189_reSized.jpg,450,252,car,159,106,192,127,0.3533333333333333,0.42063492063492064,0.4266666666666667,0.503968253968254,3
IMG_6084_189_reSized.jpg,450,252,car,208,103,233,121,0.4622222222222222,0.4087301587301587,0.5177777777777778,0.4801587301587302,3
IMG_6084_189_reSized.jpg,450,252,bus,97,83,147,125,0.2155555555555556,0.32936507936507936,0.32666666666666666,0.4960317460317461,6
IMG_6062_351_reSized.jpg,450,252,car,162,112,351,186,0.36,0.4444444444444444,0.78,0.7380952380952381,3
IMG_5943_reSized.jpg,450,337,truck,36,152,171,256,0.08,0.4510385756676558,0.38,0.7596439169139466,8
IMG_5943_reSized.jpg,450,337,car,274,170,352,217,0.6088888888888889,0.5044510385756676,0.7822222222222223,0.6439169139465876,3
IMG_5943_reSized.jpg,450,337,car,213,169,228,183,0.4733333333333333,0.5014836795252225,0.5066666666666667,0.543026706231454,3
