filename,New_filename,width,height,class,widthScaled,heightScaled,xmin,ymin,xmax,ymax,id,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled,xmin_new,ymin_new,xmax_new,ymax_new,xmin_new_scaled,ymin_new_scaled,xmax_new_scaled,ymax_new_scaled
s55.jpg,s55_reSized.jpg,2500,1500,car,300,180,1005,932,1339,1212,3,0.402,0.6213333333333333,0.5356,0.8079999999999999,120,111,160,145,0.4,0.6166666666666667,0.5333333333333333,0.8055555555555556
s55.jpg,s55_reSized.jpg,2500,1500,truck,300,180,1418,802,1714,1115,8,0.5672,0.5346666666666666,0.6856,0.7433333333333333,170,96,205,133,0.5666666666666667,0.5333333333333333,0.6833333333333333,0.7388888888888889
s32.jpg,s32_reSized.jpg,800,445,car,300,166,410,187,436,211,3,0.5125,0.4202247191011236,0.545,0.4741573033707866,153,69,163,78,0.51,0.41566265060240964,0.5433333333333333,0.46987951807228917
s38.jpg,s38_reSized.jpg,608,342,car,300,168,76,218,209,300,3,0.125,0.6374269005847953,0.34375,0.8771929824561403,37,107,103,147,0.12333333333333334,0.6369047619047619,0.3433333333333333,0.875
s38.jpg,s38_reSized.jpg,608,342,car,300,168,309,228,350,267,3,0.5082236842105263,0.6666666666666666,0.5756578947368421,0.7807017543859649,152,112,172,131,0.5066666666666667,0.6666666666666666,0.5733333333333334,0.7797619047619048
s38.jpg,s38_reSized.jpg,608,342,car,300,168,388,213,521,299,3,0.6381578947368421,0.6228070175438597,0.8569078947368421,0.8742690058479532,191,104,257,146,0.6366666666666667,0.6190476190476191,0.8566666666666667,0.8690476190476191
s38.jpg,s38_reSized.jpg,608,342,car,300,168,198,229,250,271,3,0.3256578947368421,0.6695906432748538,0.41118421052631576,0.7923976608187134,97,112,123,133,0.3233333333333333,0.6666666666666666,0.41,0.7916666666666666
s38.jpg,s38_reSized.jpg,608,342,traffic light,300,168,480,28,517,83,10,0.7894736842105263,0.08187134502923976,0.8503289473684209,0.2426900584795321,236,13,255,40,0.7866666666666666,0.07738095238095238,0.85,0.23809523809523808
s2.jpg,s2_reSized.jpg,800,531,car,300,199,316,262,509,432,3,0.395,0.4934086629001883,0.63625,0.8135593220338984,118,98,190,161,0.3933333333333333,0.49246231155778897,0.6333333333333333,0.8090452261306532
s50.jpg,s50_reSized.jpg,625,352,car,300,168,136,113,604,351,3,0.2176,0.3210227272727273,0.9664,0.9971590909090908,65,53,289,167,0.21666666666666667,0.31547619047619047,0.9633333333333334,0.9940476190476191
s50.jpg,s50_reSized.jpg,625,352,car,300,168,59,139,133,202,3,0.0944,0.3948863636363637,0.2128,0.5738636363636364,28,66,63,96,0.09333333333333334,0.39285714285714285,0.21,0.5714285714285714
05640976-d1ce109099.jpg,05640976-d1ce109099_reSized.jpg,1280,720,car,300,168,1,284,248,476,3,0.00078125,0.3944444444444444,0.19375,0.6611111111111111,0,66,58,111,0.0,0.39285714285714285,0.19333333333333333,0.6607142857142857
05640976-d1ce109099.jpg,05640976-d1ce109099_reSized.jpg,1280,720,car,300,168,165,272,352,401,3,0.12890625,0.37777777777777777,0.275,0.5569444444444445,38,63,82,93,0.12666666666666668,0.375,0.2733333333333333,0.5535714285714286
05640976-d1ce109099.jpg,05640976-d1ce109099_reSized.jpg,1280,720,car,300,168,314,269,420,368,3,0.2453125,0.3736111111111111,0.328125,0.5111111111111111,73,62,98,85,0.24333333333333335,0.36904761904761907,0.32666666666666666,0.5059523809523809
05640976-d1ce109099.jpg,05640976-d1ce109099_reSized.jpg,1280,720,car,300,168,475,292,567,368,3,0.37109375,0.4055555555555556,0.44296875,0.5111111111111111,111,68,132,85,0.37,0.40476190476190477,0.44,0.5059523809523809
05640976-d1ce109099.jpg,05640976-d1ce109099_reSized.jpg,1280,720,car,300,168,779,245,1123,458,3,0.60859375,0.3402777777777778,0.87734375,0.6361111111111111,182,57,263,106,0.6066666666666667,0.3392857142857143,0.8766666666666667,0.6309523809523809
05640976-d1ce109099.jpg,05640976-d1ce109099_reSized.jpg,1280,720,car,300,168,690,261,853,395,3,0.5390625,0.3625,0.66640625,0.5486111111111112,161,60,199,92,0.5366666666666666,0.35714285714285715,0.6633333333333333,0.5476190476190477
05640976-d1ce109099.jpg,05640976-d1ce109099_reSized.jpg,1280,720,traffic light,300,168,449,220,472,258,10,0.35078125,0.3055555555555556,0.36875,0.3583333333333333,105,51,110,60,0.35,0.30357142857142855,0.36666666666666664,0.35714285714285715
076399f2-4c68835b.jpg,076399f2-4c68835b_reSized.jpg,1280,720,car,300,168,643,334,811,480,3,0.50234375,0.4638888888888889,0.63359375,0.6666666666666666,150,77,190,111,0.5,0.4583333333333333,0.6333333333333333,0.6607142857142857
076399f2-4c68835b.jpg,076399f2-4c68835b_reSized.jpg,1280,720,car,300,168,477,346,567,425,3,0.37265625,0.4805555555555556,0.44296875,0.5902777777777778,111,80,132,99,0.37,0.47619047619047616,0.44,0.5892857142857143
076399f2-4c68835b.jpg,076399f2-4c68835b_reSized.jpg,1280,720,person,300,168,1190,281,1274,536,1,0.9296875,0.3902777777777778,0.9953125,0.7444444444444445,278,65,298,125,0.9266666666666666,0.3869047619047619,0.9933333333333333,0.7440476190476191
