filename,width,height,class,xmin,ymin,xmax,ymax,xmin_scaled,ymin_scaled,xmax_scaled,ymax_scaled,id
Dayvideo7_carrolton1_reSized.jpg,150,84,traffic light,52,25,54,32,0.3466666666666667,0.2976190476190476,0.36,0.3809523809523809,10
Dayvideo7_carrolton1_reSized.jpg,150,84,traffic light,65,27,67,31,0.43333333333333335,0.32142857142857145,0.44666666666666666,0.3690476190476191,10
Dayvideo7_carrolton1_reSized.jpg,150,84,traffic light,76,28,77,31,0.5066666666666667,0.3333333333333333,0.5133333333333333,0.3690476190476191,10
Dayvideo7_carrolton1_reSized.jpg,150,84,car,0,36,34,54,0.0,0.42857142857142855,0.22666666666666666,0.6428571428571429,3
Dayvideo7_carrolton1_reSized.jpg,150,84,truck,84,39,127,54,0.56,0.4642857142857143,0.8466666666666667,0.6428571428571429,8
Dayvideo7_carrolton1_reSized.jpg,150,84,truck,39,42,45,46,0.26,0.5,0.3,0.5476190476190477,8
Dayvideo7_carrolton1_reSized.jpg,150,84,truck,47,41,54,46,0.3133333333333333,0.4880952380952381,0.36,0.5476190476190477,8
Dayvideo7_carrolton1_reSized.jpg,150,84,car,62,39,83,50,0.4133333333333333,0.4642857142857143,0.5533333333333333,0.5952380952380952,3
Dayvideo7_carrolton1_reSized.jpg,150,84,car,52,42,69,49,0.3466666666666667,0.5,0.46,0.5833333333333334,3
Dayvideo7_carrolton1_reSized.jpg,150,84,car,126,43,147,51,0.84,0.5119047619047619,0.98,0.6071428571428571,3
Dayvideo7_carrolton1_reSized.jpg,150,84,car,118,42,128,48,0.7866666666666666,0.5,0.8533333333333334,0.5714285714285714,3
Dayvideo7_carrolton1_reSized.jpg,150,84,car,146,44,150,49,0.9733333333333334,0.5238095238095238,1.0,0.5833333333333334,3
Dayvideo7_carrolton0_reSized.jpg,150,84,car,29,48,37,53,0.19333333333333333,0.5714285714285714,0.2466666666666667,0.6309523809523809,3
Dayvideo7_carrolton0_reSized.jpg,150,84,car,44,50,47,52,0.2933333333333333,0.5952380952380952,0.3133333333333333,0.6190476190476191,3
Dayvideo7_carrolton0_reSized.jpg,150,84,car,49,46,56,53,0.32666666666666666,0.5476190476190477,0.37333333333333335,0.6309523809523809,3
Dayvideo7_carrolton0_reSized.jpg,150,84,car,73,48,90,55,0.4866666666666667,0.5714285714285714,0.6,0.6547619047619048,3
Dayvideo7_carrolton0_reSized.jpg,150,84,car,92,47,120,60,0.6133333333333333,0.5595238095238095,0.8,0.7142857142857143,3
Dayvideo7_carrolton0_reSized.jpg,150,84,car,145,50,150,57,0.9666666666666668,0.5952380952380952,1.0,0.6785714285714286,3
Dayvideo7_carrolton0_reSized.jpg,150,84,car,62,51,64,52,0.4133333333333333,0.6071428571428571,0.4266666666666667,0.6190476190476191,3
Dayvideo7_carrolton0_reSized.jpg,150,84,traffic light,55,31,56,38,0.36666666666666653,0.3690476190476191,0.37333333333333335,0.4523809523809524,10
Dayvideo7_carrolton0_reSized.jpg,150,84,traffic light,68,33,70,37,0.4533333333333333,0.3928571428571429,0.4666666666666667,0.4404761904761905,10
Dayvideo7_carrolton0_reSized.jpg,150,84,traffic light,78,34,80,37,0.52,0.4047619047619048,0.5333333333333333,0.4404761904761905,10
Dayvideo7_carrolton9_reSized.jpg,150,84,car,1,52,10,55,0.006666666666666667,0.6190476190476191,0.06666666666666668,0.6547619047619048,3
Dayvideo7_carrolton9_reSized.jpg,150,84,car,15,52,19,55,0.1,0.6190476190476191,0.12666666666666668,0.6547619047619048,3
Dayvideo7_carrolton9_reSized.jpg,150,84,car,25,52,28,55,0.16666666666666666,0.6190476190476191,0.18666666666666668,0.6547619047619048,3
000000311909_reSized.jpg,150,116,bus,5,13,148,104,0.03333333333333333,0.11206896551724138,0.9866666666666668,0.8965517241379308,6
Dayvideo7_carrolton7_reSized.jpg,150,84,car,61,53,64,55,0.4066666666666667,0.6309523809523809,0.4266666666666667,0.6547619047619048,3
Dayvideo1_carrolton6_reSized.jpg,150,84,traffic light,44,43,48,44,0.2933333333333333,0.5119047619047619,0.32,0.5238095238095238,10
Dayvideo1_carrolton6_reSized.jpg,150,84,traffic light,66,43,70,44,0.44,0.5119047619047619,0.4666666666666667,0.5238095238095238,10
